sequence,level,property_type,identifier,class_term,property_term,representation_term,associated_class,multiplicity,definition,module,table,domain_name,element,label_local,definition_local,xpath,id
397,2,Attribute,,Summary Scenario Typed Dimension,Element,xbrli:QNameItemType,,1..1,The QName value must be resolved to a valid typed dimension item used in scenario.,gl-srcd,0,,,集約シナリオタイプトディメンション,シナリオで利用されるQNameの値は妥当なタイプトディメンション項目を示さなければならない。,,SR09_01
377,1,Class,,Summary Segment Explicit Dimension,,,,0..*,This structure allows to explicitly indicate the information related to an explicit dimension in the segment of the context for a fact in the FR instance.,gl-srcd,0,,,【集約セグメントエクスプリシットディメンション】,集約セグメントのエクスプリシットディメンションの記述の指定場所。,,SR03
378,2,Attribute,,Summary Segment Explicit Dimension,Element,xbrli:QNameItemType,,1..1,The QName value must be resolved to a valid explicit dimension item used in segment.,gl-srcd,0,,,集約セグメントエクスプリシットディメンション,セグメントで利用されるQNameの値は妥当なエクプリシットディメンション項目を示さなければならない。,,SR03_01
381,1,Class,,Summary Segment Simple Element,,,,0..*,This structure allows to explicitly indicate the information related to a simple element in the segment of  the context for a fact in the FR instance.,gl-srcd,0,,,【集約セグメントシンプルエレメントコンテント】,セグメントの単一要素を表現するためのタプル。,,SR05
382,2,Attribute,,Summary Segment Simple Element,QName,xbrli:QNameItemType,,1..1,"QName for the segment simple element, if appropriate.",gl-srcd,0,,,集約セグメントシンプルエレメント名,集約セグメントシンプルエレメントの記述のQName,,SR05_01
383,2,Attribute,,Summary Segment Simple Element,Value,xbrli:stringItemType,,1..1,The value of the segment simple element content.,gl-srcd,0,,,集約セグメントシンプルエレメント値,集約セグメントシンプルエレメントの値。,,SR05_02
379,1,Class,,Summary Segment Typed Dimension,,,,0..*,This structure allows to explicitly indicate the information related to a typed dimension in the segment of the context for a fact in the FR instance.,gl-srcd,0,,,【集約セグメントタイプトディメンション】,集約セグメントのタイプトディメンションの記述の指定場所。,,SR04
380,2,Attribute,,Summary Segment Typed Dimension,Element,xbrli:QNameItemType,,1..1,The QName value must be resolved to a valid typed dimension item used in segment.,gl-srcd,0,,,集約セグメントタイプトディメンション,セグメントで利用されるQNameの値は妥当なタイプトディメンション項目を示さなければならない。,,SR04_01
242,1,Class,,Tax Information,,,,0..*,Tuple for holding tax related information,gl-cor,0,,,【税情報】,税関連の情報のタプル。,,CO13
243,2,Attribute,,Tax Information,Authority,xbrli:stringItemType,,0..1,Name of the relevant tax authority,gl-cor,0,,,課税庁,関係する課税庁の名前。,,CO13_01
244,2,Attribute,,Tax Information,Table Code,xbrli:stringItemType,,0..1,Tax table code used by the relevant tax authority,gl-cor,0,,,税率表コード,関係する課税庁で使用される税率表のコード。,,CO13_02
245,2,Attribute,,Tax Information,Description,xbrli:stringItemType,,0..1,Description of tax authority,gl-cor,0,,,課税庁説明,課税庁の説明。,,CO13_03
246,2,Attribute,,Tax Information,Amount of Taxes,xbrli:monetaryItemType,,0..1,Amount of taxes,gl-cor,0,,,税額,税額。,,CO13_04
247,2,Attribute,,Tax Information,Basis for Taxation,xbrli:monetaryItemType,,0..1,Basis for taxation,gl-cor,0,,,課税基準,課税基準。,,CO13_05
248,2,Attribute,,Tax Information,Percentage Rate,xbrli:pureItemType,,0..1,Percent rate for VAT or other taxes normally a number between 0 and 1.0 - e.g. 50% is represented as 0.5,gl-cor,0,,,税率,"VAT(物品税)またはその他の税のパーセント比率。
0から1.0の間の値。たとえば50%は0.5とあらわす。",,CO13_06
249,2,Attribute,,Tax Information,Category,xbrli:stringItemType,,0..1,A class or category of taxes,gl-cor,0,,,税区分,税のクラス又はカテゴリ。,,CO13_07
250,2,Attribute,,Tax Information,Comment/Exemption Reason,xbrli:stringItemType,,0..1,Additional text/code for exemption reasons or other comments.,gl-cor,0,,,税コメント/免税理由,免税理由やその他のコメントのための、追加の文またはコード。,,CO13_08
251,2,Composition,,Tax Information,,,Foreign to Local Currency Conversion,0..1,,gl-cor,0,,,,,,CO13_MC13_09
252,2,Composition,,Tax Information,,,Triangulation to Local Conversion,0..1,,gl-cor,0,,,,,,CO13_MC13_10
253,2,Composition,,Tax Information,,,Foreign to Triangulation Conversion,0..1,,gl-cor,0,,,,,,CO13_MC13_11
159,1,Class,,Triangulation to Local Conversion,,,,0..*,,gl-muc,0,,,,,,MC03
150,2,Attribute,,Triangulation to Local Conversion.Exchange Conversion,Amount,xbrli:monetaryItemType,,1,"The amount after currency conversion, expressed in the target currency.",gl-muc,0,,,換算された金額,通貨換算後の金額。換算先の通貨で表される。,,MC03_MC01_01
151,2,Attribute,,Triangulation to Local Conversion.Exchange Conversion,Currency,xbrli:QNameItemType,,1,"The currency in which the converted amount is expressed, identified using the ISO 4217 currency code.",gl-muc,0,,,金額の通貨,換算された金額が表される通貨。ISO 4217通貨コードで識別される。,,MC03_MC01_02
152,2,Attribute,,Triangulation to Local Conversion.Exchange Conversion,Exchange Rate,xbrli:pureItemType,,0..1,"The exchange rate used for conversion, expressed as the amount of local (or functional) currency per unit of the target currency.",gl-muc,0,,,換算レート,換算に使用された為替レート。換算対象通貨1単位あたりの自国通貨（または機能通貨）で表される。,,MC03_MC01_03
153,2,Attribute,,Triangulation to Local Conversion.Exchange Conversion,Exchange Rate Source,xbrli:stringItemType,,0..1,"The source from which the exchange rate was obtained, such as a financial information provider (e.g., Reuters, Bloomberg).",gl-muc,0,,,為替レートの出典,為替レートの取得元。ReutersやBloombergなどの金融情報提供機関を含む。,,MC03_MC01_04
154,2,Attribute,,Triangulation to Local Conversion.Exchange Conversion,Exchange Rate Type,xbrli:stringItemType,,0..1,"The type of exchange rate used, such as spot rate, forward rate, or other applicable rate classifications.",gl-muc,0,,,為替レートの種類,使用された為替レートの種類。スポットレートやフォワードレートなどの区分を含む。,,MC03_MC01_05
155,2,Attribute,,Triangulation to Local Conversion.Exchange Conversion,Exchange Rate Date,xbrli:dateTimeItemType,,0..1,The date on which the exchange rate was applied or became effective for the conversion.,gl-muc,0,,,適用されたレートの日付,当該為替レートが適用された日付、または換算に有効となった日付。,,MC03_MC01_06
156,2,Attribute,,Triangulation to Local Conversion.Exchange Conversion,Exchange Rate Description,xbrli:stringItemType,,0..1,An optional comment providing additional context or clarification regarding the exchange rate or conversion process.,gl-muc,0,,,説明文,為替レートまたは換算処理に関する補足的な文脈や説明を提供する説明文。,,MC03_MC01_07
73,1,Class,,User,,,,0..*,Information about contacts.,gl-bus,0,,,【システム利用者情報】,システムの利用者に関する情報。,,BU10
58,2,Attribute,PK,User.Person,ID,xbrli:tokenItemType,,1,A unique and persistent identifier used to distinguish a person within the system.,gl-bus,0,,,識別番号,システム内で個人を識別するための一意かつ永続的な識別子。,,BU10_BU08_01
59,2,Attribute,,User.Person,Prefix,xbrli:stringItemType,,0..1,"Prefix (e.g. Dr., Mr., Mrs.)",gl-bus,0,,,敬称,敬称(Dr.、Mr.、Mrs.など),,BU10_BU08_02
60,2,Attribute,,User.Person,Last Name,xbrli:stringItemType,,0..1,Last or family name,gl-bus,0,,,姓,姓,,BU10_BU08_03
61,2,Attribute,,User.Person,First Name,xbrli:stringItemType,,0..1,First or given name,gl-bus,0,,,名,名、クリスチャンネーム,,BU10_BU08_04
62,2,Attribute,,User.Person,Suffix,xbrli:stringItemType,,0..1,"Suffix (e.g. MD, CPA, Jr.)",gl-bus,0,,,付加名称,付加名称(MD、CPA、Jr.など),,BU10_BU08_05
63,2,Attribute,,User.Person,Attention Line,xbrli:stringItemType,,0..1,Attention Line,gl-bus,0,,,アテンションライン,アテンションライン,,BU10_BU08_06
64,2,Attribute,,User.Person,Position Role,xbrli:stringItemType,,0..1,Position or role,gl-bus,0,,,地位/役職,地位や役職。,,BU10_BU08_07
65,2,Attribute,,User.Person,Role of Contact,xbrli:stringItemType,,0..1,"Role of contact. Examples include: Source Service, Sender, Recipient, Invoicer, Auditor, Accountant",gl-bus,0,,,担当者役割,担当者の役割。例：ソースサービス、送付元、受取人、請求先、監査人、会計事務所。,,BU10_BU08_08
66,2,Attribute,,User.Person,Location ID cross reference,xbrli:stringItemType,,0..1,This code is used to associate the contact with a specific location for the Entity. Its value should be the same as that of the organizationAddressLocationIdentifier,gl-bus,0,,,所在地相互参照情報,担当者と事業体の位置情報を関係付けるためのコード。organizationAddressLocationIdentifierと同じ値であるべき。,,BU10_BU08_09
67,2,Attribute,,User.Person,Contact Active,xbrli:booleanItemType,,0..1,"Boolean to indicate whether the contact is active (=""true"") or inactive (=""false"")",gl-bus,0,,,担当者有効性,担当者が有効か無効かを示すブール値。,,BU10_BU08_10
68,2,Composition,,User.Person,,,Phone,0..*,,gl-bus,0,,,【担当者電話番号】,担当者の電話番号。,,BU10_BU08_11
69,2,Composition,,User.Person,,,Fax,0..*,,gl-bus,0,,,【担当者FAX番号】,担当者のFAX番号の構造体。,,BU10_BU08_12
70,2,Composition,,User.Person,,,Email,0..*,,gl-bus,0,,,【担当者Eメールアドレス】,担当者のEメールアドレスの構造体。,,BU10_BU08_13
12,1,Class,,Web Site,,,,0..*,Web site information.,gl-bus,0,,,【Webサイト】,ウェブサイト情報。,,BU05
8,2,Attribute,,Web Site.URI,Descrption,xbrli:stringItemType,,0..1,"URI address usage (e.g. orders, head office, IR)",gl-bus,0,,,URIアドレス用途,URIアドレスの用途。(注文、本社、IRなど),,BU05_BU03_01
9,2,Attribute,,Web Site.URI,Address,xbrli:stringItemType,,0..1,URI Address,gl-bus,0,,,URIアドレス,URIアドレス。,,BU05_BU03_02
182,1,Class,,XBRL Information,,,,0..*,This will roll up to XBRL reporting information - this is a parent - repeatable so that the same item can be reported through many taxonomies. Care should be taken to consider what happens if people post to the same account but different XBRL elements.,gl-cor,0,,,【XBRL情報】,XBRLレポート情報へのロールアップ情報。親タグであり、同じ項目が複数のタクソノミを通じて報告されうるように繰り返し可能。同一の勘定科目を異なるXBRL要素に転記した場合にどうなるか、注意深く考慮すべきである。,,CO12
183,2,Attribute,,XBRL Information,XBRL Allocation,xbrli:tokenItemType,,0..1,"Indicates that the information being given is beginning_balance, ending_balance, period_change.",gl-cor,0,,,XBRL割当,"与えられた情報が、期首残高、期末残高、期中増減のいずれであるかを示す。
[設定値のリスト]
(beginning_balance：期首残高)、(ending_balance：期末残高)、(period_change：期中増減)",,CO12_01
184,2,Attribute,,XBRL Information,Summary Reporting Element,xbrli:QNameItemType,,0..1,Associated XBRL element or XML element within an XML taxonomy - mapping to an XBRL concept.,gl-cor,0,,,集約報告エレメント,関係付けられた、XMLタクソノミ中のXBRL要素または、XML要素。XBRLコンセプトへのマッピング。,,CO12_02
185,2,Attribute,,XBRL Information,Detail Matching Element,xbrli:QNameItemType,,0..1,Associated XBRL element in XBRL-GL instance.,gl-cor,0,,,明細対応エレメント,関係付けられた、XBRL-GLインスタンス中のXBRL要素。,,CO12_03
186,2,Attribute,,XBRL Information,Summary Tuple Path,xbrli:stringItemType,,0..1,Specific filter for parent tuple structure. This value must be valid XPath. And the result of the XPath must be resolved to a node.,gl-cor,0,,,集約タプルパス,親タグ構造を特定するフィルタ。妥当なXPath記述でなければならない。XPathの結果はノードでなければならない。,,CO12_SR12_04
187,2,Attribute,,XBRL Information,Detailed Content Filter,xbrli:stringItemType,,0..1,"Filtering mechanism. This value must be valid XPath. And the result of the XPath must be resolved to boolean. If the resulting value is false, the entry  must not mapped into specified facts in F/S.",gl-cor,0,,,明細コンテントフィルタ,フィルタリング手段。妥当なXPath記述でなければならない。XPathの結果はブール値でなければならない。結果がfalseの場合は、仕訳はF/S内の特定のfactsにマッピングされてはならない。,,CO12_SR12_05
188,2,Attribute,,XBRL Information,Reporting Date Selector,xbrli:tokenItemType,,0..1,This holds the concepts in GL data to create FS contexts.  The value must be a list of QName. Each QName must be resolved to GL items. Order of the items defines priority to access.,gl-cor,0,,,報告日付セレクタ,F/Sのコンテキストを生成するためのGLデータの概念を示す。QNameのリストでなければならない。個々のQNameはGL項目を示さなければならない。項目の並びはアクセスの優先度を示す。,,CO12_SR12_06
189,2,Attribute,,XBRL Information,Summary Operator,xbrli:stringItemType,,0..1,The operator applied to the amount or quantity when it is rolled up to a summary reporting element.,gl-cor,0,,,,,,CO12_SR12_07
190,2,Attribute,,XBRL Information,Summary Unit Numerator,xbrli:tokenItemType,,1..1,This holds the list of measure information for unit numerator. The value must be a list of QName. Each QName must be resolved to be measure information such as iso4217:usd.,gl-cor,0,,,集約ユニット分子,集約のユニットの分子の測定情報のリスト。QNameのリストでなければならない。QNameはiso4217:usdのような、解決される測定情報でなければならない。,,CO12_SR12_08
191,2,Attribute,,XBRL Information,Summary Unit Denominator,xbrli:tokenItemType,,0..1,This holds the list of measure information for unit denominator. The value must be a list of QName. Each QName must be resolved to be measure information such as iso4217:usd.,gl-cor,0,,,集約ユニット分母,集約のユニットの分母の測定情報のリスト。QNameのリストでなければならない。QNameはiso4217:usdのような、解決される測定情報でなければならない。,,CO12_SR12_09
192,2,Attribute,,XBRL Information,Summary Reporting Taxonomy ID Reference,xbrli:stringItemType,,0..1,"Reference to the ID of the relevant target reporting taxonomy, defined in the [summaryReportingTaxonomies] structure at [documentInfo] level. Allows consuming applications to identify sets of [xbrlInfo] structures that point to a specific taxonomy.",gl-cor,0,,,集約報告タクソノミ識別子参照情報,関連する報告タクソノミの識別子への参照情報。documentInfo内のsummaryReportingTaxonomies構造体で定義される。特定のタクソノミを示すxbrlInfo構造体の集合を、アプリケーションが識別できるようにする。,,CO12_SR12_10
